"","X","number","variety","inoculant","salt","replicate","trial","shoots","total_abund","tot_mf","tot_16s","tot_its","tot_oom","rel_amf","rel_16s","rel_its","rel_oom","shoot_score","Microbial_Abundance_Score","bfr","log_bfr","log_tot_fun","all_bfr","log_all_bfr","FB","amfb","itsb","log_amf","log_its","log_16s","log_shoots","log_oom","amfoom"
"125",136,631,"R","SC S","12 dS/m",1,2,1.1512,20128.85,2382.31,34426.74,415.84,117.33,11.83530107,85.51591373,2.0658905,0.582894701,0.208143487,0.381378957,82.78842824,1.917969637,19.9180301706267,12.3033933134392,3.6209843650299,0.0812783899956836,0.0691994072049808,0.0120789827907028,7.77582588418461,6.03030057089318,10.4465888669818,0.140804876591021,4.76499047743553,0.0492505173550042
"126",137,634,"R","SC S","12 dS/m",4,2,0.5936,15166.95,1130.02,27485.66,261.27,32.83,7.450542133,90.61037321,1.72262716,0.216457495,0.107326246,0.283795677,105.2002143,2.022016625,18.1715302597963,19.7555218538191,4.30418405135091,0.050618759018339,0.0411130749634537,0.00950568405488535,7.0299906106648,5.56555435537276,10.2214196931045,-0.521549587128966,3.4913427315135,0.0290525831401214
"127",138,635,"R","SC S","12 dS/m",5,2,0.2779,28461.94,6760.86,38449.94,2381.73,94.38,23.75403785,67.54623894,8.368122482,0.331600727,0.050245896,0.545261796,16.14370227,1.208003139,23.9407852165531,4.20558506943875,2.07230651821224,0.237779044648704,0.175835384918676,0.0619436597300282,8.81890537988028,7.77558239336469,10.5571124144644,-1.28049394223368,4.54732918629824,0.0139597625154196
"128",139,641,"R","SC NS","0 dS/m",1,2,3.6256,17947.49,3182.97,28559.56,459.1,25.64,17.73490332,79.56421761,2.558017862,0.142861202,0.655529037,0.338479208,62.20771074,1.793844219,20.4788224658941,7.84157361061155,2.97114319674095,0.127525424061155,0.111450246432368,0.016075177628787,8.06557000216699,6.12926805125518,10.2597470101724,1.28801979185155,3.24415363205247,0.00805536967046501
"129",140,642,"R","SC NS","0 dS/m",2,2,2.9792,21361.2,1736.74,38000.52,574.87,49.33,8.130348482,88.94753104,2.691187761,0.230932719,0.538656252,0.405614987,66.10280585,1.820219894,19.929258009526,16.4389840846856,4.03904923932829,0.0608310096809202,0.045703058800248,0.0151279508806722,7.45976507167531,6.35414392827932,10.5453551228254,1.09165480810061,3.89853241524565,0.0284037910107443
"130",141,644,"R","SC NS","0 dS/m",4,2,4.36,17104.46,959.1,32082,82.17,22.19,5.607309439,93.7825573,0.480401018,0.129732245,0.788312721,0.321899746,390.4344651,2.591548148,16.2660772962661,30.8104526203578,4.94534797130387,0.0324565176734618,0.0298952683747896,0.00256124929867215,6.86599534473391,4.4087902719431,10.3760504041768,1.47247205736094,3.0996417369445,0.0231362735898238
"131",142,647,"R","SC NS","6 dS/m",2,2,2.2266,20682.59,1543.37,36898.6,656.65,33.27,7.462169873,89.20207769,3.174892506,0.160859931,0.402581905,0.392269093,56.19218762,1.74967594,19.9508490492439,16.7719384369233,4.06797753463765,0.0596234003458126,0.0418273322023058,0.0177960681435068,7.3417236162293,6.48715115203117,10.5159288889295,0.80047575831247,3.50465609003039,0.0215567232743931
"132",143,648,"R","SC NS","6 dS/m",3,2,1.842,17864.17,1211.94,32307.9,474.55,23.73,6.784194284,90.42653535,2.65643464,0.132835726,0.333044044,0.336840594,68.08112949,1.833026752,19.1335188528303,19.1568879744321,4.25979131000587,0.0522005453774464,0.0375121874216523,0.0146883579557941,7.09997766045335,6.1623669865765,10.3830670613488,0.610851937833115,3.16674007044767,0.0195801772364969
"133",144,649,"R","SC NS","6 dS/m",4,2,1.5529,21529.34,3564.3,27368.06,4248.43,32.58,16.55554699,63.55991405,19.73321059,0.151328373,0.280773125,0.408921714,6.441923252,0.809015546,23.8521171343161,3.50300855142825,1.80859451000354,0.285468900608958,0.130235756571712,0.155233144037246,8.17872296013235,8.35430478190442,10.2171319189965,0.440124150593006,3.4836986031739,0.00914064472687484
"134",145,653,"R","SC NS","12 dS/m",3,2,0.9583,21199.83,665.84,37843.76,1600.6,11.51,3.140779902,89.25486667,7.550060543,0.054292888,0.173266074,0.402441401,23.64348369,1.373711467,20.0234288310294,16.6974462152098,4.06155556199463,0.05988939788224,0.0175944462178177,0.0422949516644223,6.50104940143784,7.37813383793295,10.5412213839799,-0.0425943976324205,2.44321622273379,0.0172864351796227
"135",146,654,"R","SC NS","12 dS/m",4,2,0.5734,20772.76,4311.94,30890.44,961.66,53.94,20.75766533,74.35323953,4.629428155,0.259666987,0.103673971,0.394042423,32.12199738,1.506802542,21.9835044894314,5.85756219660194,2.55030036795359,0.170719484733788,0.139588170320656,0.0311313144131323,8.36914319783525,6.86866095784105,10.3382020299031,-0.556171725532868,3.98787231771158,0.012509450502558
"136",147,655,"R","SC NS","12 dS/m",5,2,0.5547,24017.37,1481.31,42462.56,1260.46,44.32,6.167661155,88.39968739,5.248118341,0.184533111,0.100292905,0.457852594,33.6881456,1.527477105,20.8323924962265,15.4872801146704,3.95301189430076,0.0645691168879126,0.0348850846486882,0.0296840322392244,7.3006821103922,7.13923201268535,10.6563780254793,-0.589327851920948,3.79143604243903,0.0299194631778628
"137",148,683,"R","BTN NS","0 dS/m",3,2,3.4619,15563.13,1105.72,25142.94,1863.67,22.27,7.104740499,80.7772601,11.97490479,0.143094609,0.625931149,0.291587157,13.49109016,1.130047045,20.9747010940372,8.46737545421787,3.08191486141784,0.11810034944203,0.0439773550746253,0.0741229943674049,7.00825198547376,7.53030294094574,10.1323324204141,1.24181757129929,3.10324048126928,0.0201407227869623
"138",149,684,"R","BTN NS","0 dS/m",4,2,4.8428,18870.57,3372.4,29483.7,698.56,57.76,17.87121428,78.12085168,3.701848964,0.306085084,0.875605699,0.356632975,42.20639601,1.62537827,21.1678001742102,7.24244404268281,2.85647663283971,0.138074936320747,0.114381844883783,0.0236930914369635,8.12337993604852,6.54902107336158,10.2915928472472,1.57749306585145,4.05629649458457,0.0171272684141857
"139",151,686,"R","BTN NS","6 dS/m",1,2,1.6974,18250.27,2415.51,30380.76,585.59,58.79,13.23547542,83.2337275,3.208664858,0.322132221,0.306899544,0.344433835,51.88059905,1.715004982,20.4318592170762,10.1232081570091,3.33959466345076,0.098782913923154,0.0795078859120048,0.0192750280111492,7.78966572391551,6.37261988599856,10.3215647922951,0.529097668553439,4.07397177241416,0.0243385454831485
"140",152,687,"R","BTN NS","6 dS/m",2,2,2.9142,18718.95,2273.56,31227.7,764.26,67.28,12.14576672,83.41199693,4.082814474,0.359421869,0.526903884,0.353651138,40.86004763,1.611298869,20.7286570764753,10.2796413217373,3.36171802163915,0.0972796587644943,0.0728058742718804,0.0244737844926139,7.72910216394388,6.63890804540892,10.3490608004309,1.06959533959762,4.20886301566469,0.0295923573602632
"141",153,688,"R","BTN NS","6 dS/m",3,2,2.7723,14516.33,1443.86,25044.82,519.13,30.93,9.946453408,86.26429683,3.576179379,0.213070383,0.501247559,0.271000249,48.24383102,1.683441788,19.5156671984331,12.7585061564246,3.67338751435983,0.078379081981823,0.0576510432097336,0.0207280387720894,7.27507536184395,6.25215433349615,10.1284222987026,1.01967730057997,3.43172658669698,0.0214217444904631
"142",154,691,"R","BTN NS","12 dS/m",1,2,0.4745,17160.03,916.99,31855.44,290.27,25.05,5.343755227,92.81871885,1.691547159,0.145978766,0.08579229,0.322992614,109.7441692,2.040381455,18.0220138546906,26.3865613041101,4.72173144582622,0.0378980795744777,0.0287859781563212,0.00911210141815652,6.82109656707159,5.6708115243195,10.3689634470435,-0.745493660932155,3.22087382753087,0.0273176370516581
"143",155,692,"R","BTN NS","12 dS/m",2,2,0.1832,21954.93,1568.01,35701.62,2509.27,26.84,7.141949439,81.30661314,11.42918698,0.122250447,0.033123599,0.417291587,14.22789098,1.153140529,21.90777104416,8.75623454852255,3.1303105997288,0.114204341427644,0.0439198557376388,0.0702844856900051,7.35756257844104,7.82774715317126,10.4829513448894,-1.69717682674211,3.28989331210348,0.0171172377727183
"144",156,693,"R","BTN NS","12 dS/m",3,2,0.2395,1718.29,403.89,2453.9,85.21,2.24,23.50534543,71.40529247,4.958999936,0.130362162,0.043302958,0.019307404,28.79826311,1.459366295,15.0707694620648,5.01717440196279,2.32687508848565,0.199315375524675,0.164591059130364,0.0347243163943111,6.00114256365925,4.44511879783986,7.80543387464431,-1.42920186213117,0.806475865866949,0.00554606452251851
"145",157,722,"R","DEL NS","0 dS/m",2,2,3.3108,16808.46,2182.76,27571.06,815.24,24.93,12.98607963,82.01542557,4.850176637,0.148318168,0.598611412,0.316078458,33.81956234,1.529167983,20.7630188250195,9.19648432288192,3.20108244602789,0.10873720488077,0.0791685194548197,0.0295686854259503,7.68834541005713,6.70348254841818,10.2245219508667,1.1971898520291,3.21607189753547,0.0114213197969543
"146",158,724,"R","DEL NS","0 dS/m",4,2,4.4319,26107.49,8571.23,33732.82,590.25,79.6,32.8305402,64.603721,2.260845451,0.304893347,0.801312649,0.49895797,57.15005506,1.757016653,22.2704688616194,3.68202735802512,1.88050034617194,0.271589508377894,0.254091712462818,0.0174977959150762,9.05616652521391,6.38054617596562,10.4262265296603,1.48882838601353,4.37701409285034,0.009286881812762
"147",159,727,"R","DEL NS","6 dS/m",2,2,2.584,21588,2332.11,36110.92,1178.99,21.44,10.80280712,83.63655735,5.461321104,0.099314434,0.467201851,0.410075352,30.62869066,1.486128432,21.3907558895771,10.2847882430008,3.36244018491767,0.0972309761147044,0.0645818494793265,0.0326491266353779,7.75452871616924,7.07241341873719,10.494350591654,0.949338585920355,3.0652583362026,0.00919339139234427
"148",160,728,"R","DEL NS","6 dS/m",3,2,2.3871,21759.56,5479.64,32259.98,119.92,30.01,25.18267833,74.1282912,0.551114085,0.137916392,0.431601215,0.41344934,269.0125083,2.429772474,19.3257938773212,5.76116337712249,2.52636017085694,0.17357605305397,0.1698587537872,0.00371729926676954,8.6087946843535,4.78682485379434,10.3815827317162,0.870079240069462,3.40153065945228,0.00547663715134571
"149",161,730,"R","DEL NS","6 dS/m",5,2,2.0474,10266.1,1122.15,18109.16,59.63,29.74,10.93063578,88.19882916,0.580843748,0.289691314,0.370181529,0.187413037,303.6921013,2.482433497,16.0300162530353,15.3236304557532,3.93768623418774,0.0652586867640465,0.0619658780418308,0.00329280872221572,7.02300176698652,4.08815880313501,9.80417316658803,0.716570695503533,3.39249294103201,0.0265026957180413
"150",162,731,"R","DEL NS","12 dS/m",1,2,1.1322,12545.3,1473.93,21073.68,515.83,18.7,11.74886212,83.99033901,4.111739058,0.149059807,0.20470818,0.232236958,40.85392474,1.611233785,19.5362041647389,10.5910662592473,3.40477593535001,0.0944191996841558,0.0699417472411083,0.0244774524430474,7.295687581798,6.24577725383422,9.95578014745654,0.124162642620423,2.92852352386054,0.0126871696756291
"151",163,733,"R","DEL NS","12 dS/m",3,2,0.1318,3703.22,1981.96,2186.92,624.05,3.75,53.5199097,29.52727626,16.85155081,0.101263225,0.023830187,0.05834406,3.504398686,0.544613509,20.2382299457436,0.839183272512385,-0.252942174007389,1.19163481060121,0.906279150586213,0.285355660014998,7.59184153305157,6.43623049336446,7.69024944021804,-2.02646965691373,1.32175583998232,0.00189206643928233
"152",164,734,"R","DEL NS","12 dS/m",4,2,0.7447,24931.44,1802.43,45950,107.68,46.33,7.229546308,92.15271962,0.431904455,0.185829619,0.134645982,0.475829165,426.7273403,2.630150469,17.566334020884,24.0562061870782,4.58833723338417,0.0415693144722524,0.0392258977149075,0.00234341675734494,7.49689103345355,4.67916386589642,10.7353091277838,-0.294773826265537,3.83578969942856,0.0257041882347719
"153",165,740,"R","DEL NS","0 dS/m",5,2,0.2163,21708.6,841.75,39502.2,1104.9,10.85,3.877495555,90.9828363,5.089687958,0.049980192,0.039108266,0.412447134,35.75183275,1.55329831,19.8269480935612,20.2923997636966,4.34286758208455,0.0492795337981176,0.0213089397552541,0.0279705940428634,6.73548305804118,7.00751011211913,10.5841116455408,-1.53108894602312,2.38416507998647,0.0128898128898129
