number,variety,inoculant,salt,replicate,trial,shoots,total_abund,tot_mf,tot_16s,tot_its,tot_oom,rel_amf,rel_16s,rel_its,rel_oom,shoot_score,Microbial_Abundance_Score
424,M,BTN NS,S1,4,2,4.283,12737.939999999999,1560.41,10320.780000000001,819.54,37.21,12.250096954452605,81.023933226251671,6.433850371410134,0.2921194478856079,0.7743906848918782,NA
425,M,BTN NS,S1,5,2,4.1248,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7457872278874664,NA
426,M,BTN NS,S3,1,2,2.1855,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3951507919288349,NA
427,M,BTN NS,S3,2,2,1.9663,18265.88,1030.2,17039.88,158.62,37.18,5.640023913438608,93.288032112331848,0.8683950622691051,0.20354891196044206,0.3555181890504086,NA
428,M,BTN NS,S3,3,2,2.177,17380.260000000002,1245.25,15927.83,151.37,55.81,7.164737466528118,91.643220527195794,0.870930584467666,0.3211114218084194,0.39361394373327546,NA
429,M,BTN NS,S3,4,2,2.1006,20549.829999999998,4541.78,15797.05,63.31,147.69,22.101302054566876,76.871925461183864,0.30808040747782345,0.7186920767714381,0.37980039054024733,NA
430,M,BTN NS,S3,5,2,2.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.395060389093802,NA
431,M,BTN NS,S4,1,2,0.6116,21527.02,1982.65,18802.93,686.78,54.66,9.210053226131624,87.345717149888841,3.1903161700969287,0.2539134538826089,0.1105807478122514,NA
432,M,BTN NS,S4,2,2,0.6446,22848.829999999998,6227.89,16284.66,219.46,116.82,27.256931755367788,71.271307983822368,0.9604868170492757,0.5112734437605777,0.11654733492442322,NA
433,M,BTN NS,S4,3,2,0.8318,25765.719999999998,3129.62,21366.53,1167.28,102.29,12.146448847538514,82.926190302463894,4.530360494486473,0.397000355511121,0.15039415636074346,NA
434,M,BTN NS,S4,4,2,0.5308,23789.76,1333.42,21339.83,1053.57,62.94,5.605016612189448,89.701745625008428,4.428670150518543,0.26456761228360437,0.09597164967093369,NA
436,M,BTN NS,S5,1,2,0.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04990236493816446,NA
437,M,BTN NS,S5,2,2,0.3462,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06259492297678455,NA
438,M,BTN NS,S5,3,2,0.3285,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05939466261661966,NA
439,M,BTN NS,S5,4,2,0.3435,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06210674766760686,NA
440,M,BTN NS,S5,5,2,0.3477,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06286613148188328,NA
441,M,DEL S,S1,1,2,4.4172,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7986548058147104,NA
442,M,DEL S,S1,2,2,3.4592,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6254429738916613,NA
443,M,DEL S,S1,3,2,4.0878,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7390974180950314,NA
444,M,DEL S,S1,4,2,4.1707,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7540862081434874,NA
445,M,DEL S,S1,5,2,3.8199,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6906595790844001,NA
446,M,DEL S,S3,1,2,2.0962,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37900484559195774,NA
447,M,DEL S,S3,2,2,2.5351,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4583604541838432,NA
448,M,DEL S,S3,3,2,2.1885,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3956932089390323,NA
449,M,DEL S,S3,4,2,2.3652,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42764157083966153,NA
450,M,DEL S,S3,5,2,2.3357,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4223078035727201,NA
451,M,DEL S,S4,1,2,1.1109,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20085701887611196,NA
452,M,DEL S,S4,2,2,0.9045,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16353872857452809,NA
453,M,DEL S,S4,3,2,0.7753,15449.42,1676.27,12075.6,1665.4,32.15,10.850051328787748,78.162157543778349,10.779692700437945,0.2080984269959649,0.14017863600202501,NA
454,M,DEL S,S4,4,2,0.6723,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12155565198524626,NA
455,M,DEL S,S4,5,2,0.5236,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09466984884645982,NA
456,M,DEL S,S5,1,2,0.4884,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0883054892601432,NA
457,M,DEL S,S5,2,2,0.5137,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09287987271280827,NA
458,M,DEL S,S5,3,2,0.3383,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06116655818326462,NA
459,M,DEL S,S5,4,2,0.3105,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05614016055543502,NA
460,M,DEL S,S5,5,2,0.2782,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05030013741230925,NA
461,M,DEL NS,S1,1,2,4.1626,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7526216822159544,NA
462,M,DEL NS,S1,2,2,3.002,28873.22,5579.85,22787.41,492.16,13.8,19.325347155599548,78.922302396476724,1.7045552937981978,0.04779515412551839,0.5427786215375714,NA
463,M,DEL NS,S1,3,2,3.7687,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6814023287770304,NA
466,M,DEL NS,S3,1,2,2.4107,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43586822882765597,NA
467,M,DEL NS,S3,2,2,1.7437,26370.339999999997,3076.78,22971.94,273.03,48.59,11.667578044120784,87.112794146757309,1.03536776545164,0.18426004367027507,0.31527084689375856,NA
468,M,DEL NS,S3,3,2,2.2586,22875.989999999998,8800.68,13190.46,789.35,95.5,38.4712530474091,57.660717634515493,3.4505610467568837,0.4174682713185309,0.4083676864106458,NA
469,M,DEL NS,S3,4,2,1.8035,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3260830259636942,NA
470,M,DEL NS,S3,5,2,1.3428,10958.550000000001,5900.65,4013.87,1015.02,29.01,53.84517112209187,36.627747284084109,9.262356789903773,0.2647248039202266,0.24278585376437403,NA
471,M,DEL NS,S4,1,2,0.3289,30714.59,8624.8,15028.79,7048.64,12.36,28.080465993522946,48.930459433122827,22.948833111560337,0.04024146179389013,0.05946698488464598,NA
472,M,DEL NS,S4,2,2,0.5258,17798.84,940.16,16704.55,143.79,10.34,5.282141982286486,93.85190270826638,0.8078616359268357,0.058093673520296825,0.09506762132060462,NA
473,M,DEL NS,S4,3,2,0.4586,15088.64,3010.64,11821.94,182.21,73.85,19.953024261961318,78.349937436375981,1.20759723871734,0.4894410629453681,0.08291748029218196,NA
474,M,DEL NS,S4,4,2,0.6163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1114305344615607,NA
475,M,DEL NS,S4,5,2,0.4473,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08087437622043826,NA
476,M,DEL NS,S5,1,2,0.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04717219932017068,NA
477,M,DEL NS,S5,2,2,0.3233,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058454473132277425,NA
478,M,DEL NS,S5,3,2,0.1612,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0291458740146091,NA
479,M,DEL NS,S5,4,2,0.2586,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046756346279019305,NA
480,M,DEL NS,S1,5,2,0.3486,28272.609999999997,8841.4,7821.24,11426.38,183.59,31.27196251071267,27.663664585618381,40.41501651244791,0.649356391221044,0.0630288565849425,NA
481,M,Floral,S1,1,2,3.1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5779272437983656,NA
482,M,Floral,S1,2,2,3.1575,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5708939032328054,NA
483,M,Floral,S1,3,2,4.2665,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7714073913357922,NA
484,M,Floral,S1,4,2,4.1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7572503073696392,NA
485,M,Floral,S1,5,2,3.6303,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6563788240399219,NA
486,M,Floral,S3,1,2,1.5243,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27560208288131915,NA
487,M,Floral,S3,2,2,1.8048,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32631807333477975,NA
488,M,Floral,S3,3,2,2.1441,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3876654371881102,NA
489,M,Floral,S3,4,2,1.3043,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23582483546684024,NA
490,M,Floral,S3,5,2,1.8018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32577565632458233,NA
491,M,Floral,S4,1,2,0.3782,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06838070441889058,NA
492,M,Floral,S4,2,2,0.3832,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06928473276921963,NA
493,M,Floral,S4,3,2,0.3414,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06172705576046864,NA
494,M,Floral,S4,4,2,0.5315,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09609821363997974,NA
495,M,Floral,S4,5,2,0.4604,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08324293049830042,NA
496,M,Floral,S5,1,2,0.3104,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056122079988428435,NA
497,M,Floral,S5,2,2,0.3149,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0569357055037246,NA
498,M,Floral,S5,3,2,0.3258,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058906487307441954,NA
499,M,Floral,S5,4,2,0.4091,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07396759962392421,NA
500,M,Floral,S5,5,2,0.3715,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06716930642944963,NA
501,M,Swift,S1,1,2,3.1367,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5671331452954365,NA
502,M,Swift,S1,2,2,3.4685,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6271244666232733,NA
503,M,Swift,S1,3,2,3.3566,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6068923121429087,NA
504,M,Swift,S1,4,2,3.1191,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5639509655022781,NA
505,M,Swift,S1,5,2,3.6708,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6637014536775873,NA
506,M,Swift,S3,1,2,1.9949,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36068923121429086,NA
507,M,Swift,S3,2,2,1.3502,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24412381572286107,NA
508,M,Swift,S3,3,2,2.6397,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47727272727272724,NA
509,M,Swift,S3,4,2,2.8041,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.506997179431547,NA
510,M,Swift,S3,5,2,1.7655,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3192124105011933,NA
511,M,Swift,S4,1,2,1.1017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19919360671150646,NA
512,M,Swift,S4,2,2,0.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10251681492731611,NA
513,M,Swift,S4,3,2,0.7478,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13520648007521516,NA
514,M,Swift,S4,4,2,0.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1527807912056122,NA
515,M,Swift,S4,5,2,0.4404,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07962681709698416,NA
516,M,Swift,S5,1,2,0.4274,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07727634338612858,NA
517,M,Swift,S5,2,2,0.3058,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0552903739061257,NA
518,M,Swift,S5,3,2,0.2774,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05015549287625659,NA
519,M,Swift,S5,4,2,0.3959,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07158096477905547,NA
520,M,Swift,S5,5,2,0.3504,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06335430679106097,NA
521,R,Control,S1,1,2,5.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9042091559991322,NA
522,R,Control,S1,2,2,4.9844,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9012077818760396,NA
523,R,Control,S1,3,2,4.9987,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9037933029579808,NA
524,R,Control,S1,4,2,3.8205,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6907680624864395,NA
525,R,Control,S1,5,2,4.7616,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8609242785853763,NA
526,R,Control,S3,1,2,2.9134,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5267592391697404,NA
527,R,Control,S3,2,2,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5966587112171837,NA
528,R,Control,S3,3,2,2.7334,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494214218557894,NA
529,R,Control,S3,4,2,3.2254,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5831706082302741,NA
530,R,Control,S3,5,2,3.4376,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6215375714182397,NA
531,R,Control,S4,1,2,0.8541,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1544261228032111,NA
532,R,Control,S4,2,2,0.6255,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11309394662616619,NA
533,R,Control,S4,3,2,0.7058,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127612641932451,NA
534,R,Control,S4,4,2,0.3986,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07206914008823316,NA
535,R,Control,S4,5,2,0.8351,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15099081507196063,NA
536,R,Control,S5,1,2,0.3691,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06673537282129167,NA
537,R,Control,S5,2,2,0.3083,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05574238808129023,NA
538,R,Control,S5,3,2,0.2696,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04874520864974326,NA
539,R,Control,S5,4,2,0.4989,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09020394879583424,NA
540,R,Control,S5,5,2,0.4727,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08546684024010993,NA
541,R,NOK S,S1,1,2,3.6987,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6687459318724235,NA
542,R,NOK S,S1,2,2,3.7832,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6840240109929847,NA
543,R,NOK S,S1,3,2,5.0146,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9066681131120271,NA
544,R,NOK S,S1,4,2,4.5978,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8313083098285963,NA
545,R,NOK S,S1,5,2,4.6634,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8431691617849136,NA
546,R,NOK S,S3,1,2,2.4804,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4484703840312432,NA
547,R,NOK S,S3,2,2,2.0437,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3695125479135025,NA
548,R,NOK S,S3,3,2,2.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4780501916540103,NA
549,R,NOK S,S3,4,2,2.8633,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5177008750994432,NA
550,R,NOK S,S3,5,2,2.4278,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4389600057857814,NA
551,R,NOK S,S4,1,2,0.8489,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15348593331886887,NA
552,R,NOK S,S4,2,2,0.4476,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08092861792145802,NA
553,R,NOK S,S4,3,2,0.3034,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05485644029796774,NA
554,R,NOK S,S4,4,2,0.9883,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17869024372604322,NA
555,R,NOK S,S4,5,2,0.4626,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08364070297244522,NA
556,R,NOK S,S5,1,2,0.3622,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06548781369783757,NA
557,R,NOK S,S5,2,2,0.4816,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08707601070369567,NA
558,R,NOK S,S5,3,2,0.3334,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06028061039994213,NA
559,R,NOK S,S5,4,2,0.3655,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06608447240905474,NA
560,R,NOK S,S5,5,2,0.3427,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0619621031315542,NA
561,R,NOK NS,S1,1,2,3.6853,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6663231358935415,NA
562,R,NOK NS,S1,2,2,3.6189,15770.67,2859.08,11600.65,1283.04,27.9,18.129096607816916,73.558384012854233,8.135608696396538,0.17691068293230408,0.6543176394011716,NA
563,R,NOK NS,S1,3,2,5.0017,2541.37,711.84,1585.22,102.05,142.26,28.010089046459196,62.376592153051313,4.0155506675533275,5.597768132936172,0.9043357199681781,NA
564,R,NOK NS,S1,4,2,4.567,14727.669999999998,2870.99,9428.09,2406.13,22.46,19.49385069057088,64.016168205832983,16.33747904454676,0.1525020590493948,0.8257394951905692,NA
565,R,NOK NS,S1,5,2,4.1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7581904968539812,NA
567,R,NOK NS,S3,2,2,2.5232,11434.339999999998,950.47,8599.77,1805.29,78.81,8.312416807616357,75.210025239760242,15.7883183463147,0.6892396063087158,0.45620886671006006,NA
568,R,NOK NS,S3,3,2,3.2632,22358.469999999998,3878.26,17209.05,1222.04,49.12,17.34582017463628,76.968817633764758,5.465669162514251,0.21969302908472718,0.5900050625587618,NA
569,R,NOK NS,S3,4,2,2.5676,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4642366384609821,NA
570,R,NOK NS,S3,5,2,2.7787,14608.85,1508.18,13013.25,46.65,40.77,10.323742115224675,89.077853492916958,0.31932698330121806,0.27907740855714175,0.5024047154118754,NA
571,R,NOK NS,S4,1,2,1.3568,33341.28,1912.48,21352.99,10032.73,43.08,5.736072520311158,64.043701981447626,30.09101630171367,0.12920919652754784,0.24531713314529544,NA
572,R,NOK NS,S4,2,2,1.3319,16486.319999999996,1648.4,14436.72,356.85,44.35,9.99859277267456,87.567874455912559,2.164521858122371,0.2690109132905343,0.24081507196065668,NA
573,R,NOK NS,S4,3,2,1.1063,26565.090000000004,7587.54,18119.77,760.15,97.63,28.562071500604734,68.208953931644871,2.8614621670771676,0.3675124006732143,0.20002531279380922,NA
574,R,NOK NS,S4,4,2,1.3062,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2361683662399653,NA
575,R,NOK NS,S4,5,2,1.0209,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18458450857018874,NA
576,R,NOK NS,S5,1,2,0.3738,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067585159470601,NA
577,R,NOK NS,S5,2,2,0.4643,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0839480726115571,NA
578,R,NOK NS,S5,3,2,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08425544225066899,NA
579,R,NOK NS,S5,4,2,0.2348,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04245317133145295,NA
580,R,NOK NS,S5,5,2,0.3323,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06008172416286974,NA
581,R,SLK S,S1,1,2,3.714,23909.469999999998,4451.19,18448.96,967.1,42.22,18.616849306990076,77.161727131550805,4.044840809938489,0.1765827515206318,0.6715122586244304,NA
582,R,SLK S,S1,2,2,4.3344,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7836840963332609,NA
583,R,SLK S,S1,3,2,4.7596,34216.74,9176.86,22136.17,2866.31,37.4,26.819796392058393,64.69397727545055,8.37692310839665,0.10930322409440525,0.8605626672452448,NA
584,R,SLK S,S1,4,2,3.7028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6694872351196933,NA
585,R,SLK S,S1,5,2,5.5308,23267.41,2191.2,19239.349999999999,1804.21,32.65,9.417464169840992,82.687974295377089,7.754236505051486,0.14032502973042552,1,NA
586,R,SLK S,S3,1,2,3.2448,3822.8899999999994,1441.11,0,2336.08,45.7,37.69687330789011,0,61.10769601008662,1.1954306820232863,0.5866782382295509,NA
587,R,SLK S,S3,2,2,2.6514,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4793881536124973,NA
588,R,SLK S,S3,3,2,3.4904,18217.86,3196.66,14803.96,116.54,100.7,17.546846885419033,81.260696920494496,0.639701918886192,0.5527542752002704,0.6310841107977146,NA
589,R,SLK S,S3,4,2,3.0156,26784.399999999998,5387.56,19993.849999999999,1307.58,95.41,20.114544286973018,74.647369364256804,4.881871537163423,0.3562148116067562,0.5452375786504665,NA
591,R,SLK S,S4,1,2,0.7845,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14184204816663049,NA
592,R,SLK S,S4,2,2,0.4404,3306.06,1610.75,OUT OF RANGE (HIGH),1654.35,40.96,48.721136337513535,#VALUE,50.03992668009655,1.2389369823899143,0.07962681709698416,NA
593,R,SLK S,S4,3,2,0.2349,16128.630000000001,742.53,14312.29,1060.99,12.82,4.60380081879242,88.73841113597372,6.578302062853448,0.07948598238040057,0.04247125189845954,NA
594,R,SLK S,S4,4,2,0.5977,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10806754899833658,NA
595,R,SLK S,S4,5,2,0.7157,19275.61,4593.37,13956.6,652.53,73.11,23.829959207516648,72.405490669296597,3.3852625156869225,0.3792876074998405,0.12940261806610254,NA
596,R,SLK S,S5,1,2,0.2845,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05143921313372387,NA
597,R,SLK S,S5,2,2,0.4643,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0839480726115571,NA
598,R,SLK S,S5,3,2,0.1853,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0335032906631952,NA
599,R,SLK S,S5,4,2,0.4407,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0796810587980039,NA
600,R,SLK S,S5,5,2,0.2436,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044044261228032115,NA
601,R,SLK NS,S1,1,2,4.2485,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7681528892746076,NA
602,R,SLK NS,S1,2,2,3.0166,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5454183843205322,NA
603,R,SLK NS,S1,3,2,4.83322,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8738735806754899,NA
604,R,SLK NS,S1,4,2,3.7338,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6750922108917335,NA
605,R,SLK NS,S1,5,2,5.3128,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9605843639256527,NA
606,R,SLK NS,S3,1,2,2.4712,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44680697186663776,NA
607,R,SLK NS,S3,2,2,1.8315,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33114558472553696,NA
608,R,SLK NS,S3,3,2,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531568669993491,NA
609,R,SLK NS,S3,4,2,2.8106,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5081724162869747,NA
610,R,SLK NS,S3,5,2,2.6073,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4714146235625949,NA
611,R,SLK NS,S4,1,2,0.7762,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14034136110508424,NA
612,R,SLK NS,S4,2,2,1.0587,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1914189628986765,NA
613,R,SLK NS,S4,3,2,0.9162,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1656541549142981,NA
614,R,SLK NS,S4,4,2,0.8775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15865697548275112,NA
615,R,SLK NS,S4,5,2,0.5052,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09134302451724885,NA
616,R,SLK NS,S5,1,2,0.5327,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09631518044405872,NA
617,R,SLK NS,S5,2,2,0.3462,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06259492297678455,NA
618,R,SLK NS,S5,3,2,0.2815,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050896796123526426,NA
619,R,SLK NS,S5,4,2,0.3675,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06644608374918637,NA
620,R,SLK NS,S5,5,2,0.4097,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07407608302596369,NA
621,R,SC S,S1,1,2,4.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.796991393650105,NA
622,R,SC S,S1,2,2,2.9587,19426.33,5346.39,11273.41,2747.81,58.72,27.521358897949327,58.031599380840326,14.144771554894826,0.30227016631551096,0.5349497360237216,NA
623,R,SC S,S1,3,2,4.6975,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8493346351341577,NA
624,R,SC S,S1,4,2,3.8271,25458.479999999996,3789.6,18095.189999999999,3543.19,30.5,14.88541342609614,71.077259914967442,13.917523748472025,0.11980291046441108,0.691961379908874,NA
625,R,SC S,S1,5,2,3.9312,6893.2300000000005,631.45,6006.13,242.81,12.84,9.160437124541035,87.130851574660923,3.522441583988928,0.1862697168091011,0.710783250162725,NA
626,R,SC S,S3,1,2,3.0631,26965.629999999997,3279.63,22955.67,664.07,66.26,12.16225988415624,85.129366530654025,2.462653385068326,0.24572020012141385,0.5538258479785926,NA
627,R,SC S,S3,2,2,2.6851,23037.83,1674.48,20308.400000000001,1008.98,45.97,7.268392899852112,88.15239977029087,4.379665966803297,0.1995413630537251,0.48548130469371514,NA
628,R,SC S,S3,3,2,2.7569,19980.209999999995,960.67,17795.82,1205.85,17.87,4.808107622492457,89.06723202608984,6.035221852022577,0.08943849939515153,0.49846315180444056,NA
629,R,SC S,S3,4,2,2.4783,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.448090692124105,NA
630,R,SC S,S3,5,2,2.8208,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5100166341216461,NA
631,R,SC S,S4,1,2,1.1512,20128.850000000002,2382.31,17213.37,415.84,117.33,11.835301072838238,85.515913725821378,2.065890500450845,0.5828947008895192,0.20814348737976424,NA
632,R,SC S,S4,2,2,0.6456,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11672814059448904,NA
633,R,SC S,S4,3,2,0.5519,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09978664930932232,NA
634,R,SC S,S4,4,2,0.5936,15166.95,1130.02,13742.83,261.27,32.83,7.450542132729387,90.610373212808099,1.7226271597124008,0.21645749475009807,0.10732624575106675,NA
635,R,SC S,S4,5,2,0.2779,28461.940000000002,6760.86,19224.97,2381.73,94.38,23.754037848439,67.546238942250596,8.3681224821639,0.331600727146498,0.0502458957112895,NA
636,R,SC S,S5,1,2,0.3972,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07181601215014102,NA
637,R,SC S,S5,2,2,0.1614,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02918203514862226,NA
